RSSI
-38
-38
-38
-38
-39
-45
-45
-45
-45
-45
-45
-45
-45
-45
-45
-45
-45
-45
-48
-48
-48
-46
-48
-44
-44
-44
-44
-44
-44
-50
-34
-34
-34
-34
-34
-34
-34
-35
-35
-35
-34
-34
-34
-34
-34
-34
-34
-34
-34
-34
-34
-34
-34
-34
-34
-34
-34
-34
-33
-37
-41
-41
-41
-41
-33
-33
-33
-33
-33
-33
-33
-33
-33
-33
-33
-33
-41
-41
-41
-41
-41
-36
-36
-36
-36
-36
-36
-36
-36
-36
-32
-32
-32
-32
-32
-32
-32
-32
-32
-36
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-32
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-38
-32
-32
-30
-30
-30
-30
-30
-30
-30
-30
-30
-30
-30
-30
-30
-30
-30
-33
-33
-33
-33
-33
-33
-33
-33
-33
-33
-33
-38
-33
-34
-33
-39
-39
-39
-32
-32
-38
-38
-38
-45
-45
-41
-35
-38
-41
-33
-33
-42
-40
-44
-44
-44
-44
-52
-42
-42
-42
-38
-38
-38
-35
-33
-33
-33
-33
-33
-32
-33
-33
-33
-33
-32
-32
-33
-39
-33
-33
-32
-32
-33
-33
-33
-33
-33
-33
-33
-33
-33
-33
-32
-32
-41
-39
-32
-32
-33
-33
-31
-37
-30
-30
-40
-40
-34
-34
-34
-35
-30
-30
-30
-40
-37
-31
-35
-35
-38
-30
-30
-43
-38
-38
