1645090618.537439, -20
1645090620.537439, -20
1645090622.537439, -20
1645090624.537439, -21
1645090626.537439, -18
1645090628.537439, -20
1645090630.537439, -20
1645090632.537439, -21
1645090634.537439, -19
1645090636.537439, -20
1645090638.537439, -18
1645090640.537439, -17
1645090642.537439, -18
1645090644.537439, -22
1645090646.537439, -22
1645090648.537439, -20
1645090650.537439, -20
1645090652.537439, -23
1645090654.537439, -23
1645090656.537439, -22
1645090658.537439, -22
1645090660.537439, -20
1645090662.537439, -21
1645090664.537439, -22
1645090666.537439, -20
1645090668.537439, -21
1645090670.537439, -22
1645090672.537439, -21
1645090674.537439, -19
1645090676.537439, -19
1645090678.537439, -20
1645090680.537439, -21
1645090682.537439, -23
1645090684.537439, -20
1645090686.537439, -21
1645090688.537439, -21
1645090690.537439, -19
1645090692.537439, -20
1645090694.537439, -22
1645090696.537439, -19
1645090698.537439, -19
1645090700.537439, -21
1645090702.537439, -19
1645090704.537439, -19
1645090706.537439, -20
1645090708.537439, -19
1645090710.537439, -25
1645090712.537439, -22
1645090714.537439, -22
1645090716.537439, -21
1645090718.537439, -20
1645090720.537439, -18
1645090722.537439, -20
1645090724.537439, -20
1645090726.537439, -18
1645090728.537439, -21
1645090730.537439, -21
1645090732.537439, -21
1645090734.537439, -22
1645090736.537439, -21
1645090738.537439, -18
1645090740.537439, -23
1645090742.537439, -19
1645090744.537439, -20
1645090746.537439, -22
1645090748.537439, -22
1645090750.537439, -19
1645090752.537439, -21
1645090754.537439, -19
1645090756.537439, -20
1645090758.537439, -19
1645090760.537439, -17
1645090762.537439, -19
1645090764.537439, -22
1645090766.537439, -21
1645090768.537439, -20
1645090770.537439, -18
1645090772.537439, -23
1645090774.537439, -21
1645090776.537439, -20
1645090778.537439, -20
1645090780.537439, -18
1645090782.537439, -19
1645090784.537439, -20
1645090786.537439, -18
1645090788.537439, -19
1645090790.537439, -22
1645090792.537439, -20
1645090794.537439, -19
1645090796.537439, -17
1645090798.537439, -21
1645090800.537439, -19
1645090802.537439, -18
1645090804.537439, -19
1645090806.537439, -17
1645090808.537439, -19
1645090810.537439, -21
1645090812.537439, -19
1645090814.537439, -18
1645090816.537439, -21
