1644771756.741808, -29
1644771758.741808, -27
1644771760.741808, -26
1644771762.741808, -27
1644771764.741808, -26
1644771766.741808, -26
1644771768.741808, -26
1644771770.741808, -27
1644771772.741808, -27
1644771774.741808, -27
1644771776.741808, -27
1644771778.741808, -27
1644771780.741808, -32
1644771782.741808, -35
1644771784.741808, -34
1644771786.741808, -38
1644771788.741808, -28
1644771790.741808, -38
1644771792.741808, -27
1644771794.741808, -38
1644771796.741808, -38
1644771798.741808, -34
1644771800.741808, -38
1644771802.741808, -38
1644771804.741808, -38
1644771806.741808, -35
1644771808.741808, -27
1644771810.741808, -38
1644771812.741808, -38
1644771814.741808, -38
1644771816.741808, -27
1644771818.741808, -38
1644771820.741808, -38
1644771822.741808, -35
1644771824.741808, -38
1644771826.741808, -38
1644771828.741808, -38
1644771830.741808, -35
1644771832.741808, -38
1644771834.741808, -32
1644771836.741808, -38
1644771838.741808, -35
1644771840.741808, -27
1644771842.741808, -38
1644771844.741808, -38
1644771846.741808, -38
1644771848.741808, -38
1644771850.741808, -38
1644771852.741808, -35
1644771854.741808, -38
